Title,Price,Link,Details,Extra Details,Description,Detailed Price
Stan na dan Istočno Sarajevo - Lukavica 065 415 662,40 KM,https://olx.ba/artikal/50358981,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 50 | Check in (sat) 13 | Check out (sat) 11 | Godina izgradnje 2010+ | Sprat 3 | Vrsta grijanja Plin | Pet friendly Ne | Parking ✓ | Datum objave 04.11.2022,"Detaljni opis
- Stan na dan, čist, moderno namješten i komforan.
- Stan posjeduje sve potrebne uredjaje, WiFi, kablovsku TV, besplatan parking. Stan se nalazi na 3. spartu. Zgrada ne posjeduje lift.

- Stan se nalazi u centru Istočnog Sarajeva.

- Udaljenost od Jahorine je 27 km, 10 km od Trebevića, 3 km od Aerodroma Sarajevo i 7 km od centra Sarajeva.

- Kapacitet stana je do 4 osobe.

Cijene boravka u stanu:
   - dnevni odmor (u dnevnim terminima) do 3
     sata 30 KM    
  - noćenje do 2 osobe:
           40 KM - radni dan
           50 KM - vikend (petak, subota)
  - boravak - za svaku sledeću osobu 10 KM


- Ulazak u stan od 17h.
- Izlazak iz stana do 10 h.
              
    STROGO ZABRANJENE ŽURKE I PROSLAVE !

Kontakt telefon: 00 387 65 415-662 (viber, sms)
                                     
Prikaži više",Stan na dan Istočno Sarajevo - Lukavica 065 415 662,40 KM
Stan na dan Harmony Prijedor,50 KM,https://olx.ba/artikal/62999244,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 35 | Check in (sat) 14 | Check out (sat) 10 | Godina izgradnje 2020+ | Sprat Prizemlje | Vrsta grijanja Centralno (Kotlovnica) | Minimalan broj noćenja 1 | Blizina prodavnice 100 do 200 m | Blizina restorana 100 do 200 m | Blizina centra 400 do 500 m | Blizina apoteke 200 do 300 m | Blizina javnog prevoza 200 do 300 m | Pet friendly Ne | Krevetić za bebe ✓ | Zabranjeno pušenje ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 08.08.2024,"Detaljni opis
Super namjesten apartman u ulici Djure Salaja 12, potpuno renoviran.

Apartman se nalazi u blizini supermarketa Tropic, restorana Ulica bar, pekare Kozara i Nove banke. Udaljen 400 metara od centra grada i glavne ulice.

Apartman sadrži dnevni boravak, spavacu sobu i kupatilo. 

U apartmanu mogu boraviti najviše 4 osobe. 

Spavaca soba - bračni krevet 160×200, u dnevnoj sobi veoma udobna ugaona na razvlačenje.

Apartman je u potpunosti namjesten: TV 43"" (kablovska TV, wi fi), fen,peškiri te sva potrebna sredstva za higijenu.

Ispred apartmana je besplatan parking za goste.


Ulazak u apartman od 14.00 h
Izlazak do 9.00 h

Kontakt telefon: 064 434 1198 (Viber, WhatsApp)
Prikaži više",Stan na dan Harmony Prijedor,50 KM
Stan na dan Banja Luka 065/040-865,40 KM,https://olx.ba/artikal/62013834,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 62 | Check in (sat) 13 | Check out (sat) 11 | Sprat 3 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 14.06.2024,"Detaljni opis
Stan se nalazi u Ulici Mladena Stojanovića 26b.
Posjeduje besplatan  parking
Opremljen je:
Wi-Fi,klima uređaj,TV,mašina za suđe,mašina i sušilica za veš.
Preko puta se nalazi pekoteka Malta,market Kort.
Dnevi boravak  40KM
Prenoćište radnim danom   60KM
Prenoćište vikendom 70 KM
Cijena za boravak više osoba od dvije po dogovor.",Stan na dan Banja Luka 065/040-865,40 KM
Stan na dan Mint&White Banja Luka,60 KM,https://olx.ba/artikal/66532170,Tip nekretnine Apartman | Broj soba Jednosoban (1) | Kvadratura 40 | Check in (sat) 13 | Check out (sat) 10 | Vrsta grijanja Ostalo | Minimalan broj noćenja 1 | Pet friendly Ne | Godina izgradnje 2020+ | Sprat 2 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 15.02.2025,"Detaljni opis
Uživajte u potpuno novom, moderno opremljenom apartmanu (40m²) idealnom za parove ili porodice s dvoje manje djece. Sadrži spavaću sobu, dnevni boravak, kuhinju, kupatilo i privatni parking na -2 etaži. Nalazi se u mirnom naselju Borik, blizu marketa, restorana, TC Delta, bazena i parka. Do centra grada možete stići laganom šetnjom za 20 minuta. Savršen spoj mira i udobnosti – dobrodošli! 😊",Stan na dan Mint&White Banja Luka,60 KM
Apartman Nermin,60 KM,https://olx.ba/artikal/66711881,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 45 | Check in (sat) 10 | Check out (sat) 12 | Vrsta grijanja Struja | Minimalan broj noćenja 1 | Pet friendly Ne | Godina izgradnje 2020+ | Sprat 6 | Blizina prodavnice 100 do 200 m | Blizina restorana 300 do 400 m | Blizina centra 500 do 600 m | Blizina apoteke 400 do 500 m | Blizina javnog prevoza 500 do 600 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 25.02.2025,"Detaljni opis
Novogradnja, stan se nalazi u ulici Aleja Konzula preko puta kasarne.

Zgrada posjeduje dva lifta.

Stan je potpuno nov i nalazi se u nedavno izgradjenoj zgradi.

Strukturu stana cine: dnevni boravak,odvojena spavaca soba, kuhinja, hodnik i kupatilo,u stanu je besplatan WiFi, kablovska, tv, klima.












Prikaži više",Apartman Nermin,60 KM
Stan na dan Banja Luka,50 KM,https://olx.ba/artikal/62811844,Check in (sat) 13 | Check out (sat) 12 | Sprat 1 | Blizina prodavnice Do 100 m | Blizina restorana 100 do 200 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 35 | Datum objave 27.07.2024,"Detaljni opis
Stan u potpunosti renoviran besplatan parking internet u stanu kablovska od centra 7…8 minuta hoda
066188111",Stan na dan Banja Luka,50 KM
Stan na dan - Gradiška (CENTAR) 066 021 224 NOV/LUX,50 KM,https://olx.ba/artikal/49499888,Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 44 | Check in (sat) 16 | Check out (sat) 11 | Godina izgradnje 2020+ | Sprat 5 | Vrsta grijanja Struja | Lift ✓ | Klima ✓ | Parking ✓ | Datum objave 01.09.2022,"Detaljni opis
➡️ Apartman ""XENA"" je nov, moderno uređen i kompletno namješten stan u novoizgrađenoj LUX zgradiu centru Gradiške (u blizini Gradske uprave, javnih zdravstvenih ustanova, sportske dvorane Arena, gradskog stadiona i samo par minuta vožnje od graničnog prelaza). 
➡️Strukturu stana čine: dnevni boravak sa trpezarijom, kuhinja, kupatilo, spavaća soba, hodnik i balkon (zatvoren - klizni sistem).
➡️Stan posjeduje klima uređaj, kablovsku, Wi - Fi internet, te parking ispred i iza objekta (dva ulaza u zgradu). Zgrada je obezbjeđena najnovijim sigurnosnim sistemom.

CIJENA BORAVKA
- dnevni odmor - 40 KM
- noćenje do 2 osobe - (petak i subota)
- ostalo po dogovoru   

➡️ ulazak u apartman od 16h
⬅️ izlazak iz apartmana do 11h

📞+ 387 66 021 224 (tel, viber, WhatsApp)
📩 xena.apartman@gmail.com

❗️STAN SE NE IZDAJE ZA ŽURKE I OKUPLJANJA❗️
❗️OBAVEZNO POŠTOVANJE KUĆNOG REDA❗️
Prikaži više",Stan na dan - Gradiška (CENTAR) 066 021 224 NOV/LUX,50 KM
"Stan na dan/Apartman ""RIM"" Lukavica/Istočno Sarajevo",60 KM,https://olx.ba/artikal/43090538,Tip nekretnine Apartman | Broj soba Dvosoban (2) | Kvadratura 43 | Check in (sat) 16 | Check out (sat) 10 | Godina izgradnje 2020+ | Vrsta grijanja Plin | Minimalan broj noćenja 2 | Pet friendly Ne | Sprat 2 | Blizina prodavnice 200 do 300 m | Blizina restorana 300 do 400 m | Blizina centra 400 do 500 m | Blizina apoteke 200 do 300 m | Blizina javnog prevoza 700 do 800 m | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 13.05.2021,"Detaljni opis
https://g.co/kgs/m3tAED
https://instagram.com/apartman_rim?igshid=YmMyMTA2M2Y=
https://www.facebook.com/profile.php?id=100079875143120&mibextid=ZbWKwL","Stan na dan/Apartman ""RIM"" Lukavica/Istočno Sarajevo",60 KM
Stan na dan Tuzla - kod TC Dramar Tuzla 061-169-133,50 KM,https://olx.ba/artikal/43574585,Tip nekretnine Stan | Godina izgradnje 2000 do 2009 | Broj soba Jednosoban (1) | Kvadratura 42 | Sprat 2 | Vrsta grijanja Centralno (gradsko) | Klima ✓ | Lift ✓ | Parking ✓ | Pet friendly Ne | Datum objave 18.06.2021,"Detaljni opis







Stan na dan Tuzla. Dnevni boravak u Tuzli, dnevni odmor Tuzla, prenoćište, miran kvart Tuzla, smještaj u Tuzli, izdavanje stana Tuzla, stan na sat ili dan. Rent in Tuzla, vacation rental Tuzla",Stan na dan Tuzla - kod TC Dramar Tuzla 061-169-133,50 KM
Stan na dan Sarajevo - Novo Sarajevo,90 KM,https://olx.ba/artikal/65944130?recommendation_source=homepage,Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 40 | Check in (sat) 15 | Check out (sat) 10 | Godina izgradnje 1980 do 1989 | Vrsta grijanja Centralno (gradsko) | Minimalan broj noćenja 1 | Pet friendly Ne | Sprat 3 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Datum objave 16.01.2025,"Detaljni opis
✨ Dobrodošli u Luxury Apartment Sapphire ✨
Prepustite se luksuzu i udobnosti u našem elegantnom Luxury Apartment Sapphire, smještenom u samom srcu grada! 🏙️ Ovaj apartman pruža savršen spoj modernog dizajna, praktičnosti i udobnosti, čineći vaš boravak nezaboravnim. Idealan je za parove, poslovne putnike i sve koji traže vrhunski smještaj. 🌟

🏡 O apartmanu:
Naš apartman pažljivo je dizajniran kako bi vam pružio maksimalan komfor. Prostor je svijetao, prozračan i opremljen svim što vam je potrebno za ugodan boravak.
🛌 Spavaća soba: Udoban bračni krevet s visokokvalitetnom posteljinom za savršen san.
🛋️ Dnevni boravak: Moderan kauč, veliki TV i brz Wi-Fi – idealno za opuštanje nakon napornog dana.
🍽️ Kuhinja: Potpuno opremljena kuhinja s modernim aparatima (frižider, šporet, mikrovalna, kuhalo za vodu) i svim potrebnim posuđem.
🚿 Kupatilo: Čisto i elegantno, s modernim tušem.

💕Pored standardnog najma, nudimo i posebne usluge romantičnih noći koje uključuju:

🌹Dekoraciju sa laticama ruža i balonima
Ambijentalno osvjetljenje za intimnu atmosferu
Posebno aranžiran krevet s romantičnim detaljima
Mogućnost dodatnih usluga po dogovoru
Savršen izbor za godišnjice, prosidbe ili iznenađenja voljenoj osobi!🌹

📍 Odlična lokacija:
Apartman se nalazi na idealnoj lokaciji, u blizini restorana, kafića, trgovina i glavnih gradskih atrakcija. Sve što vam je potrebno je nadohvat ruke! 🚶‍♂️🛍️ Odlično za istraživanje grada, bilo da ste ovdje poslovno ili turistički.

📋 Pravila boravka:

Kako bismo osigurali ugodan i siguran boravak za sve naše goste, molimo da poštujete sljedeća pravila:

🚭 Pušenje je strogo zabranjeno unutar apartmana.
🎉 Organizovanje zabava, rođendana i okupljanja nije dozvoljeno.
💡 Sve eventualne štete ili oštećenja tokom boravka gost je dužan nadoknaditi.


💰 Cjenovnik boravka u Luxury Apartment Sapphire 💰
👤 Jedna osoba: 90 KM

👥 Dvoje: 110 KM

👨‍👩‍👦 Troje: 140 KM
👨‍👩‍👦‍👦 Četvero: 160 KM

💎 Zašto odabrati nas?
Luxury Apartment Sapphire pruža ne samo mjesto za spavanje već i iskustvo luksuznog boravka. Ovdje ćete pronaći odličan balans između elegancije, praktičnosti i topline doma. Uvijek smo na raspolaganju za bilo kakva pitanja ili potrebe kako bismo osigurali da vaš boravak bude savršen. 😊

KONTAKT TELEFON: 060 338 4111 (viber/whatsapp)
🌟 Rezervišite svoj boravak sada i uživajte u luksuzu koji zaslužujete! 🌟

Prikaži više",Stan na dan Sarajevo - Novo Sarajevo,90 KM
,,https://olx.ba/artikal/63945484?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Jednoiposoban (1.5) | Kvadratura 30 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 1950 do 1959 | Sprat 6 | Vrsta grijanja Plin | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 01.10.2024,"Detaljni opis
                    ⭐ MAGIC STAR ⭐
          .      STAN NA DAN SARAJEVO

Apartman Magic Star - Naselje Stup -Ulica Nikole Šopa
-Potpuno opremljen klimatizirani apartman.
-Posjeduje spavaću sobu i JACUZZI
-Kapacitet apartmana je Max 2 osobe
-WiFi
-Parking Privatni (GARAŽA)
-U blizini se nalaze tramvajsko i autobusko stajalište(50m), takođe u zgradi se nalazi market,restoran i teretana,
-Izuzetno čist i uredan apartman sa uvijek cistom posteljinom i peškirima.
-Cjenovnik:
-Noćenje 100KM - Dvije osobe
-Ulazak je od 14:00 
-Izlazak je do 11:00
-Za sve ostale informacije stojimo na raspolaganju. Kontakt broj /Viber/WatsApp/ 062-577-409 Amer
Prikaži više",STAN NA DAN MAGIC STAR -JACUZZI,100 KM
,,https://olx.ba/artikal/56048161?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Trosoban (3) | Kvadratura 57 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Vrsta grijanja Struja | Pet friendly Ne | Sprat 2 | Lift ✓ | Klima ✓ | Parking ✓ | Datum objave 23.10.2023,"Detaljni opis
Iznajmljujem nov stan velicine 57 kvadrata u ulici Ada 6, Banjaluka, prekoputa restorana Stara Ada.
Stan se nalazi na drugom spratu novoizgradjene zgrade sa liftom i ukljucuje
Dnevni boravak sa kuhinjom i trpezarijom
Dvije spavace sobe
Wc i kupatilo
Balkon
Ostava
TV, Wifi, klima, fen, pegla, sto za peglanje, masina za ves, masina za sudje, ploca za kuhanje, rerna, frizider
Parking ispred zgrade je besplatan
Maksimalan broj osoba je 6.




Prikaži više",Stan na dan - Apartman Ada Banja Luka Banjaluka 066728728,70 KM
,,https://olx.ba/artikal/65944130?recommendation_source=homepage,Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Tip nekretnine Stan | Broj soba Dvosoban (2) | Kvadratura 40 | Check in (sat) 15 | Check out (sat) 10 | Godina izgradnje 1980 do 1989 | Vrsta grijanja Centralno (gradsko) | Minimalan broj noćenja 1 | Pet friendly Ne | Sprat 3 | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina apoteke 100 do 200 m | Blizina javnog prevoza Do 100 m | Zabranjeno pušenje ✓ | Datum objave 16.01.2025,"Detaljni opis
✨ Dobrodošli u Luxury Apartment Sapphire ✨
Prepustite se luksuzu i udobnosti u našem elegantnom Luxury Apartment Sapphire, smještenom u samom srcu grada! 🏙️ Ovaj apartman pruža savršen spoj modernog dizajna, praktičnosti i udobnosti, čineći vaš boravak nezaboravnim. Idealan je za parove, poslovne putnike i sve koji traže vrhunski smještaj. 🌟

🏡 O apartmanu:
Naš apartman pažljivo je dizajniran kako bi vam pružio maksimalan komfor. Prostor je svijetao, prozračan i opremljen svim što vam je potrebno za ugodan boravak.
🛌 Spavaća soba: Udoban bračni krevet s visokokvalitetnom posteljinom za savršen san.
🛋️ Dnevni boravak: Moderan kauč, veliki TV i brz Wi-Fi – idealno za opuštanje nakon napornog dana.
🍽️ Kuhinja: Potpuno opremljena kuhinja s modernim aparatima (frižider, šporet, mikrovalna, kuhalo za vodu) i svim potrebnim posuđem.
🚿 Kupatilo: Čisto i elegantno, s modernim tušem.

💕Pored standardnog najma, nudimo i posebne usluge romantičnih noći koje uključuju:

🌹Dekoraciju sa laticama ruža i balonima
Ambijentalno osvjetljenje za intimnu atmosferu
Posebno aranžiran krevet s romantičnim detaljima
Mogućnost dodatnih usluga po dogovoru
Savršen izbor za godišnjice, prosidbe ili iznenađenja voljenoj osobi!🌹

📍 Odlična lokacija:
Apartman se nalazi na idealnoj lokaciji, u blizini restorana, kafića, trgovina i glavnih gradskih atrakcija. Sve što vam je potrebno je nadohvat ruke! 🚶‍♂️🛍️ Odlično za istraživanje grada, bilo da ste ovdje poslovno ili turistički.

📋 Pravila boravka:

Kako bismo osigurali ugodan i siguran boravak za sve naše goste, molimo da poštujete sljedeća pravila:

🚭 Pušenje je strogo zabranjeno unutar apartmana.
🎉 Organizovanje zabava, rođendana i okupljanja nije dozvoljeno.
💡 Sve eventualne štete ili oštećenja tokom boravka gost je dužan nadoknaditi.


💰 Cjenovnik boravka u Luxury Apartment Sapphire 💰
👤 Jedna osoba: 90 KM

👥 Dvoje: 110 KM

👨‍👩‍👦 Troje: 140 KM
👨‍👩‍👦‍👦 Četvero: 160 KM

💎 Zašto odabrati nas?
Luxury Apartment Sapphire pruža ne samo mjesto za spavanje već i iskustvo luksuznog boravka. Ovdje ćete pronaći odličan balans između elegancije, praktičnosti i topline doma. Uvijek smo na raspolaganju za bilo kakva pitanja ili potrebe kako bismo osigurali da vaš boravak bude savršen. 😊

KONTAKT TELEFON: 060 338 4111 (viber/whatsapp)
🌟 Rezervišite svoj boravak sada i uživajte u luksuzu koji zaslužujete! 🌟

Prikaži više",Stan na dan Sarajevo - Novo Sarajevo,90 KM
,,https://olx.ba/artikal/63945484?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Jednoiposoban (1.5) | Kvadratura 30 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 1950 do 1959 | Sprat 6 | Vrsta grijanja Plin | Blizina prodavnice Do 100 m | Blizina restorana Do 100 m | Blizina centra Preko 1000 m | Blizina apoteke Do 100 m | Blizina javnog prevoza Do 100 m | Pet friendly Ne | Zabranjeno pušenje ✓ | Lift ✓ | WIFI ✓ | Klima ✓ | Parking ✓ | Datum objave 01.10.2024,"Detaljni opis
                    ⭐ MAGIC STAR ⭐
          .      STAN NA DAN SARAJEVO

Apartman Magic Star - Naselje Stup -Ulica Nikole Šopa
-Potpuno opremljen klimatizirani apartman.
-Posjeduje spavaću sobu i JACUZZI
-Kapacitet apartmana je Max 2 osobe
-WiFi
-Parking Privatni (GARAŽA)
-U blizini se nalaze tramvajsko i autobusko stajalište(50m), takođe u zgradi se nalazi market,restoran i teretana,
-Izuzetno čist i uredan apartman sa uvijek cistom posteljinom i peškirima.
-Cjenovnik:
-Noćenje 100KM - Dvije osobe
-Ulazak je od 14:00 
-Izlazak je do 11:00
-Za sve ostale informacije stojimo na raspolaganju. Kontakt broj /Viber/WatsApp/ 062-577-409 Amer
Prikaži više",STAN NA DAN MAGIC STAR -JACUZZI,100 KM
,,https://olx.ba/artikal/56048161?recommendation_source=homepage,Tip nekretnine Apartman | Broj soba Trosoban (3) | Kvadratura 57 | Check in (sat) 14 | Check out (sat) 11 | Godina izgradnje 2020+ | Vrsta grijanja Struja | Pet friendly Ne | Sprat 2 | Lift ✓ | Klima ✓ | Parking ✓ | Datum objave 23.10.2023,"Detaljni opis
Iznajmljujem nov stan velicine 57 kvadrata u ulici Ada 6, Banjaluka, prekoputa restorana Stara Ada.
Stan se nalazi na drugom spratu novoizgradjene zgrade sa liftom i ukljucuje
Dnevni boravak sa kuhinjom i trpezarijom
Dvije spavace sobe
Wc i kupatilo
Balkon
Ostava
TV, Wifi, klima, fen, pegla, sto za peglanje, masina za ves, masina za sudje, ploca za kuhanje, rerna, frizider
Parking ispred zgrade je besplatan
Maksimalan broj osoba je 6.




Prikaži više",Stan na dan - Apartman Ada Banja Luka Banjaluka 066728728,70 KM
Stan na dan Banja Luka Vikendica i objekat za proslave,Na upit,https://olx.ba/artikal/48740821,Tip nekretnine Stan | Broj soba Jednosoban (1) | Kvadratura 50 | Check in (sat) 12 | Check out (sat) 10 | Sprat 1 | Vrsta grijanja Struja | Pet friendly Da | Klima ✓ | Parking ✓ | Datum objave 04.07.2022,"Detaljni opis
Vikendica Sunce se nalazi 7 km od centra Banja Luke ,2 km od bolnice Miroslav Zotovic.Pogodna je za dnevni i nocni odmor kao i za  proslave i rodjendane .Nalazi se 30 m od glavnog puta okruzena je sumom i zelenilom na mirnoj i atraktivnoj lokaciji .wi -fi dostupan parking 20 km 3 sata dnevnog odmora.Diskrecija zagarantovana
Rezervisite i uzivajte
065 744 134",Stan na dan Banja Luka Vikendica i objekat za proslave,Na upit
